name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
La Mascota Bakery,Mexican,3.8,Good,16,$,10,1,"Whittier Boulevard, Boyle Heights","Whittier Boulevard, Boyle Heights, Los Angeles",Los Angeles,90023,216,34.0326249000,-118.2112940000,0,0
Tanner's Coffee,"Coffee and Tea, Sandwich",3.8,Good,13,$,10,1,"South Vista Del Mar Lane, Playa Del Rey","South Vista Del Mar Lane, Playa Del Rey, Los Angeles",Los Angeles,90293,216,33.9587900000,-118.4480880000,0,0
Doan's Dessert & Coffee Company,Coffee and Tea,3.8,Good,9,$,10,1,"Ventura Boulevard, Woodland Hills","Ventura Boulevard, Woodland Hills, Los Angeles",Los Angeles,91364,216,34.1674620000,-118.6173895000,0,0
House of Pies,"American, Diner",3.7,Good,71,$,10,1,Los Feliz,Los Feliz,Los Angeles,90027,216,34.1050630000,-118.2921756000,0,0
Doughboys Cafe & Bakery,American,3.7,Good,62,$,10,1,"West 3rd Street, Carthay","West 3rd Street, Carthay, Los Angeles",Los Angeles,90048,216,34.0720631000,-118.3672116000,0,0
Simplethings Sandwich & Pie Shop,"American, Sandwich",3.7,Good,34,$,25,2,"West 3rd Street, Carthay","West 3rd Street, Carthay, Los Angeles",Los Angeles,90048,216,34.0724560000,-118.3705040000,0,0
Sweet Lady Jane,Desserts,3.7,Good,67,$,25,2,"Melrose Avenue, Melrose","Melrose Avenue, Melrose, Los Angeles",Los Angeles,90069,216,34.0833670000,-118.3723740000,0,0
SK's Donuts & Croissant,"Breakfast, Donuts",3.7,Good,22,$,10,1,"West 3rd Street, Melrose","West 3rd Street, Melrose, Los Angeles",Los Angeles,90036,216,34.0689072000,-118.3475230000,0,0
Sycamore Kitchen,"Breakfast, French",3.7,Good,34,$,25,2,"South La Brea Avenue, Melrose","South La Brea Avenue, Melrose, Los Angeles",Los Angeles,90036,216,34.0723734000,-118.3443974000,0,0
Republic of Pie,,3.7,Good,29,$,0,1,"West Magnolia Boulevard, North Hollywood","West Magnolia Boulevard, North Hollywood, Los Angeles",Los Angeles,91601,216,34.1647859000,-118.3731085000,0,0
King's Hawaiian,"Asian, Hawaiian",3.7,Good,27,$,10,1,"South Western Avenue, Harbor Gateway","South Western Avenue, Harbor Gateway, Los Angeles",Los Angeles,90248,216,33.8617646000,-118.3095090000,0,0
A Votre Sante,"Mediterranean, Vegetarian",3.7,Good,39,$,25,2,Brentwood,Brentwood,Los Angeles,90049,216,34.0485620000,-118.4900410000,0,0
The Trails,"Coffee and Tea, Sandwich",3.7,Good,22,$,10,1,Los Feliz,Los Feliz,Los Angeles,90068,216,34.1139438000,-118.3079227000,0,0
Four Cafe,"Sandwich, California",3.7,Good,24,$,25,2,Eagle Rock,Eagle Rock,Los Angeles,90041,216,34.1389920000,-118.1998180000,0,0
Susiecakes,,3.7,Good,21,$,25,2,Brentwood,Brentwood,Los Angeles,90049,216,34.0532134000,-118.4659174000,0,0
Weiler's,Deli,3.7,Good,19,$,25,2,"Balboa Boulevard, Northridge","Balboa Boulevard, Northridge, Los Angeles",Los Angeles,91325,216,34.2351707000,-118.5007337000,0,0
Red Ribbon BakeShop,Filipino,3.7,Good,12,$,0,1,"Woodman Avenue, Panorama City","Woodman Avenue, Panorama City, Los Angeles",Los Angeles,91402,216,34.2203769000,-118.4331161000,0,0
Toffee Sensations,"American, Sandwich",3.7,Good,8,$,10,1,"West Manchester Avenue, Gramercy Place","West Manchester Avenue, Gramercy Place, Los Angeles",Los Angeles,90047,216,33.9597021000,-118.3035192000,0,0
Chinese Mey Fung Bakery,Chinese,3.7,Good,6,$,10,1,"Van Nuys Boulevard, Van Nuys","Van Nuys Boulevard, Van Nuys, Los Angeles",Los Angeles,91405,216,34.2013370000,-118.4491410000,0,0
United Bakery,,3.7,Good,6,$,25,2,"Griffith Park Boulevard, Silverlake","Griffith Park Boulevard, Silverlake, Los Angeles",Los Angeles,90026,216,34.0904486000,-118.2769936000,0,0
Sasoun Bakery,Armenian,3.7,Good,5,$,10,1,"Santa Monica Boulevard, Melrose","Santa Monica Boulevard, Melrose, Los Angeles",Los Angeles,90029,216,34.0906179000,-118.3010121000,0,0
Blinkie's Donut Emporium,Donuts,3.7,Good,5,$,0,1,"Topanga Canyon Boulevard, Woodland Hills","Topanga Canyon Boulevard, Woodland Hills, Los Angeles",Los Angeles,91364,216,34.1567465000,-118.6054168000,0,0
Mama Ocllo Alfajores,"Desserts, Latin American",3.7,Good,5,$,10,1,San Pedro,San Pedro,Los Angeles,90731,216,33.7227523000,-118.2993265000,0,0
Joseph's Bakery,,3.7,Good,3,$,0,1,San Pedro,San Pedro,Los Angeles,90731,216,33.7346740000,-118.2970488000,0,0
Dream Bakery,,3.7,Good,2,$,10,1,"Sherman Way, North Hollywood","Sherman Way, North Hollywood, Los Angeles",Los Angeles,91605,216,34.2006999000,-118.4145078000,0,0
La Paz Bakery,,3.7,Good,0,$,10,1,"De Soto Avenue, Canoga Park","De Soto Avenue, Canoga Park, Los Angeles",Los Angeles,91304,216,34.2187403000,-118.5886613000,0,0
Milk Jar Cookies,"Coffee and Tea, Desserts",3.6,Good,19,$,10,1,"Wilshire Boulevard, Miracle Mile","Wilshire Boulevard, Miracle Mile, Los Angeles",Los Angeles,90036,216,34.0620877000,-118.3478127000,0,0
Magnolia Bakery,Desserts,3.6,Good,33,$,10,1,"West 3rd Street, Carthay","West 3rd Street, Carthay, Los Angeles",Los Angeles,90048,216,34.0731520000,-118.3729980000,0,0
Big Man Bakes,Desserts,3.6,Good,31,$,10,1,Downtown,Downtown,Los Angeles,90013,216,34.0479217000,-118.2480191000,0,0
The Village Bakery and Cafe,"Breakfast, Coffee and Tea",3.6,Good,28,$,10,1,"Los Feliz Boulevard, Atwater Village","Los Feliz Boulevard, Atwater Village, Los Angeles",Los Angeles,90039,216,34.1243695000,-118.2673299000,0,0
Le Pain Quotidien,"Breakfast, European",3.6,Good,33,$,25,2,"Ventura Boulevard, Sherman Oaks","Ventura Boulevard, Sherman Oaks, Los Angeles",Los Angeles,91604,216,34.1460256000,-118.4175124000,0,0
Le Pain Quotidien,"Breakfast, European",3.6,Good,24,$,25,2,Westwood,Westwood,Los Angeles,90024,216,34.0614156000,-118.4465765000,0,0
Roladin Bakery & Cafe,Mediterranean,3.6,Good,6,$,25,2,"Victory Boulevard, Reseda","Victory Boulevard, Reseda, Los Angeles",Los Angeles,91335,216,34.1880944000,-118.5557387000,0,0
Homegirl Cafe,Mexican,3.6,Good,20,$,10,1,"Bruno Street, Wholesale District","Bruno Street, Wholesale District, Los Angeles",Los Angeles,90012,216,34.0623248000,-118.2356866000,0,0
Elysee Bakery,,3.6,Good,18,$,10,1,Westwood,Westwood,Los Angeles,90024,216,34.0602760000,-118.4468937000,0,0
Frances Bakery,,3.6,Good,14,$,0,1,"East 2nd Street, Little Tokyo","East 2nd Street, Little Tokyo, Los Angeles",Los Angeles,90012,216,34.0469792000,-118.2391089000,0,0
Rose Bakery,,3.6,Good,6,$,0,1,"Sepulveda Boulevard, Van Nuys","Sepulveda Boulevard, Van Nuys, Los Angeles",Los Angeles,91405,216,34.1931852000,-118.4657491000,0,0
Ani Bakery,Armenian,3.6,Good,6,$,10,1,"Chatsworth Street, Granada Hills","Chatsworth Street, Granada Hills, Los Angeles",Los Angeles,91344,216,34.2646286000,-118.5226790000,0,0
Gourmet LA Bakery,"Desserts, Mexican",3.6,Good,6,$,10,1,Downtown,Downtown,Los Angeles,90013,216,34.0467332000,-118.2514868000,0,0
Noah's Bagels,,3.6,Good,14,$,10,1,"San Vicente Boulevard, Brentwood","San Vicente Boulevard, Brentwood, Los Angeles",Los Angeles,90049,216,34.0532003000,-118.4701815000,0,0
El Rinconcito Del Mar,"Mexican, Seafood",3.6,Good,9,$,25,2,"East 1st Street, Boyle Heights","East 1st Street, Boyle Heights, Los Angeles",Los Angeles,90033,216,34.0404758000,-118.2031005000,0,0
Noah's Bagels,,3.6,Good,9,$,10,1,Pacific Palisades,Pacific Palisades,Los Angeles,90272,216,34.0467289000,-118.5255090000,0,0
Gigi Bakery & Cafe,"Coffee and Tea, Latin American",3.6,Good,6,$,10,1,"West Temple Street, Historic Filipinotown","West Temple Street, Historic Filipinotown, Los Angeles",Los Angeles,90026,216,34.0704765000,-118.2695756000,0,0
Queen's Bakery,Desserts,3.6,Good,3,$,10,1,"North Broadway, Chinatown","North Broadway, Chinatown, Los Angeles",Los Angeles,90012,216,34.0626909000,-118.2383807000,0,0
Maggie's Bakery,,3.6,Good,2,$,40,3,"Lankershim Boulevard, North Hollywood","Lankershim Boulevard, North Hollywood, Los Angeles",Los Angeles,91606,216,34.1893329000,-118.3873111000,0,0
Café Dulcé,Japanese,3.5,Good,37,$,0,1,"Japanese Village Plaza Mall, Little Tokyo","Japanese Village Plaza Mall, Little Tokyo, Los Angeles",Los Angeles,90012,216,34.0489250000,-118.2397570000,0,0
Stella Barra,"Italian, Pizza",3.5,Good,22,$,25,2,"Sunset Boulevard, Hollywood","Sunset Boulevard, Hollywood, Los Angeles",Los Angeles,90028,216,34.0978107000,-118.3286460000,0,0
Mama's Secret Bakery & Cafe,"Bakery, Mediterranean, Turkish",3.5,Good,15,$,25,2,"West 3rd Street, Carthay","West 3rd Street, Carthay, Los Angeles",Los Angeles,90048,216,34.0724700000,-118.3706350000,0,0
Ninong's Pastries & Cafe,"Breakfast, Filipino",3.5,Good,9,$,10,1,"Chatsworth Street, Granada Hills","Chatsworth Street, Granada Hills, Los Angeles",Los Angeles,91344,216,34.2651121000,-118.5200866000,0,0
Lark Cake Shop,,3.5,Good,19,$,10,1,"Sunset Boulevard, Silverlake","Sunset Boulevard, Silverlake, Los Angeles",Los Angeles,90026,216,34.0875365000,-118.2755176000,0,0
Bon Jour French Pastry,Coffee and Tea,3.5,Good,8,$,10,1,Harbor Gateway,Harbor Gateway,Los Angeles,90248,216,33.8653050000,-118.3090340000,0,0
Bhan Kanom Thai,Desserts,3.5,Good,16,$,10,1,"Hollywood Boulevard, Thai Town","Hollywood Boulevard, Thai Town, Los Angeles",Los Angeles,90027,216,34.1018750000,-118.3053830000,0,0
Corner Bakery Cafe,Sandwich,3.5,Good,13,$,10,1,"Westwood Boulevard, Westwood","Westwood Boulevard, Westwood, Los Angeles",Los Angeles,90024,216,34.0621398000,-118.4455969000,0,0
Three Bears Burgers,Burger,3.5,Good,7,$,10,1,Century Palms Cove,Century Palms Cove,Los Angeles,90061,216,33.9240990000,-118.2822490000,0,0
Panaderia Cuscatleca,"Latin American, Mexican",3.5,Good,2,$,10,1,"West Pico Boulevard, Pico-Union","West Pico Boulevard, Pico-Union, Los Angeles",Los Angeles,90015,216,34.0441584000,-118.2764975000,0,0
Noah's Bagels,,3.5,Good,7,$,10,1,Westwood,Westwood,Los Angeles,90024,216,34.0592693000,-118.4450353000,0,0
Pat's,,3.5,Good,6,$,0,1,"West Pico Boulevard, Beverlywood","West Pico Boulevard, Beverlywood, Los Angeles",Los Angeles,90035,216,34.0554758000,-118.3926507000,0,0
Emil's Swiss Pastry,"European, French",3.5,Good,8,$,0,1,"California Route 2, West Los Angeles","California Route 2, West Los Angeles, Los Angeles",Los Angeles,90025,216,34.0452080000,-118.4534560000,0,0
Pasteleria Tres Leches,,3.5,Good,4,$,0,1,"East 4th Street, Boyle Heights","East 4th Street, Boyle Heights, Los Angeles",Los Angeles,90063,216,34.0352646000,-118.2002547000,0,0
Continental Kosher Bakery,,3.5,Good,5,$,10,1,"Burbank Boulevard, North Hollywood","Burbank Boulevard, North Hollywood, Los Angeles",Los Angeles,91607,216,34.1725477000,-118.4038167000,0,0
Palace Bakery,,3.5,Good,2,$,0,1,"North Broadway, Lincoln Heights","North Broadway, Lincoln Heights, Los Angeles",Los Angeles,90031,216,34.0734283000,-118.2139496000,0,0
27th Street Bakery,,3.5,Good,3,$,25,2,"South Central Avenue, Central","South Central Avenue, Central, Los Angeles",Los Angeles,90011,216,34.0175200000,-118.2552256000,0,0
Ruby Bakery,,3.5,Good,3,$,0,1,"North Eagle Rock Boulevard, Eagle Rock","North Eagle Rock Boulevard, Eagle Rock, Los Angeles",Los Angeles,90041,216,34.1381840000,-118.2142610000,0,0
A.O.C.,Mediterranean,4.2,Very Good,324,$,40,3,"West 3rd Street, Carthay","West 3rd Street, Carthay, Los Angeles",Los Angeles,90048,216,34.0733975000,-118.3819186000,0,0
Cafe Stella,French,4.1,Very Good,109,$,40,3,Silverlake,Silverlake,Los Angeles,90029,216,34.0919200000,-118.2800940000,0,0
Midori Sushi,"Japanese, Sushi",4.1,Very Good,52,$,25,2,"Ventura Boulevard, Sherman Oaks","Ventura Boulevard, Sherman Oaks, Los Angeles",Los Angeles,91423,216,34.1492066000,-118.4358231000,0,0
Larsen's Grill,"Seafood, Steak",4.1,Very Good,45,$,70,4,"Ventura Boulevard, Encino","Ventura Boulevard, Encino, Los Angeles",Los Angeles,91436,216,34.1568980000,-118.4841962000,0,0
Caruso's Italian Restaurant,"Italian, Seafood",4.1,Very Good,22,$,25,2,"Foothill Boulevard, Sylmar","Foothill Boulevard, Sylmar, Los Angeles",Los Angeles,91342,216,34.3095119000,-118.4324783000,0,0
Chic Wine Bar,,4.1,Very Good,24,$,25,2,"West Pico Boulevard, Mid-City","West Pico Boulevard, Mid-City, Los Angeles",Los Angeles,90019,216,34.0495401000,-118.3586475000,0,0
James' Beach,"American, California",4.0,Very Good,80,$,40,3,Venice,Venice,Los Angeles,90291,216,33.9846458000,-118.4702937000,0,0
Barbrix,California,4.0,Very Good,65,$,25,2,"Hyperion Avenue, Silverlake","Hyperion Avenue, Silverlake, Los Angeles",Los Angeles,90027,216,34.1040862000,-118.2728473000,0,0
Napa Valley Grille,American,3.9,Good,81,$,40,3,"Glendon Avenue, Westwood","Glendon Avenue, Westwood, Los Angeles",Los Angeles,90024,216,34.0605955000,-118.4438320000,0,0
Polentoni,"Italian, Pizza",3.9,Good,45,$,25,2,"Jefferson Boulevard, Playa Vista","Jefferson Boulevard, Playa Vista, Los Angeles",Los Angeles,90230,216,33.9858830000,-118.4013197000,0,0
Kitchen,"American, California",3.9,Good,52,$,25,2,"Fountain Avenue, East Hollywood","Fountain Avenue, East Hollywood, Los Angeles",Los Angeles,90029,216,34.0957046000,-118.2843316000,0,0
Chablis Food + Wine,"American, Tapas",3.9,Good,29,$,25,2,"Ventura Boulevard, Tarzana","Ventura Boulevard, Tarzana, Los Angeles",Los Angeles,91356,216,34.1694020000,-118.5383558000,0,0
Vino Wine & Tapas Room,"Spanish, Tapas",3.8,Good,31,$,25,2,"Ventura Boulevard, Encino","Ventura Boulevard, Encino, Los Angeles",Los Angeles,91316,216,34.1647723000,-118.5259714000,0,0
Fleming's Prime Steakhouse & Wine Bar,"Seafood, Steak",3.8,Good,49,$,70,4,"Topanga Canyon Boulevard, Woodland Hills","Topanga Canyon Boulevard, Woodland Hills, Los Angeles",Los Angeles,91367,216,34.1864054000,-118.6063753000,0,0
Bacaro L.A.,"Italian, Tapas",3.8,Good,42,$,10,1,"South Union Avenue, University Park","South Union Avenue, University Park, Los Angeles",Los Angeles,90007,216,34.0344350000,-118.2835970000,0,0
Vintage Enoteca,"Italian, Tapas",3.8,Good,30,$,10,1,"Sunset Boulevard, Hollywood","Sunset Boulevard, Hollywood, Los Angeles",Los Angeles,90046,216,34.0978564000,-118.3542175000,0,0
The Eclectic,Italian,3.8,Good,37,$,40,3,"Lankershim Boulevard, North Hollywood","Lankershim Boulevard, North Hollywood, Los Angeles",Los Angeles,91601,216,34.1644870000,-118.3740370000,0,0
55 Degrees,,3.8,Good,23,$,25,2,"Glendale Boulevard, Atwater Village","Glendale Boulevard, Atwater Village, Los Angeles",Los Angeles,90039,216,34.1163741000,-118.2629788000,0,0
Pip's on La Brea Restaurant,"Italian, Healthy Food",3.8,Good,13,$,40,3,"South La Brea Avenue, Mid-City","South La Brea Avenue, Mid-City, Los Angeles",Los Angeles,90019,216,34.0484816000,-118.3441657000,0,0
Buon Gusto,"Italian, Seafood",3.7,Good,15,$,25,2,"Devonshire Street, Mission Hills","Devonshire Street, Mission Hills, Los Angeles",Los Angeles,91345,216,34.2578585000,-118.4705722000,0,0
Il Tiramisu,Italian,3.6,Good,24,$,40,3,Sherman Oaks,Sherman Oaks,Los Angeles,91423,216,34.1482548000,-118.4315234000,0,0
Venice Beach Wines,Mediterranean,3.6,Good,33,$,25,2,"Rose Ave, Venice","Rose Ave, Venice, Los Angeles",Los Angeles,90291,216,33.9987830000,-118.4732690000,0,0
BottleRock,International,3.6,Good,25,$,25,2,"South Flower Street, Downtown","South Flower Street, Downtown, Los Angeles",Los Angeles,90015,216,34.0430180000,-118.2636840000,0,0
Mosto Enoteca,Italian,3.6,Good,13,$,40,3,"Washington Boulevard, Venice","Washington Boulevard, Venice, Los Angeles",Los Angeles,90292,216,33.9830060000,-118.4609634000,0,0
Kaffe Rouge,"American, International",3.6,Good,12,$,25,2,"Ventura Boulevard, Studio City","Ventura Boulevard, Studio City, Los Angeles",Los Angeles,91604,216,34.1405333000,-118.3755167000,0,0
Fleming's Steakhouse,"Seafood, Steak",3.5,Good,45,$,70,4,"West Olympic Boulevard, Downtown","West Olympic Boulevard, Downtown, Los Angeles",Los Angeles,90015,216,34.0449376000,-118.2654979000,0,0
The Must,,3.5,Good,16,$,25,2,"Winston Street, Downtown","Winston Street, Downtown, Los Angeles",Los Angeles,90013,216,34.0471270000,-118.2471245000,0,0
The Red Room Food & Wine Bar,Tapas,3.5,Good,12,$,40,3,"Ventura Boulevard, Encino","Ventura Boulevard, Encino, Los Angeles",Los Angeles,91316,216,34.1618328000,-118.5139796000,0,0
Zinque,French,3.5,Good,15,$,25,2,Venice,Venice,Los Angeles,90291,216,33.9889840000,-118.4619630000,0,0
Caraiso's Italian Food,"Italian, Pizza",3.5,Good,8,$,40,3,"Foothill Boulevard, Sylmar","Foothill Boulevard, Sylmar, Los Angeles",Los Angeles,91342,216,34.3095119000,-118.4324783000,0,0
On The Thirty,"Pizza, Bar Food",3.4,Average,11,$,25,2,"Ventura Boulevard, Sherman Oaks","Ventura Boulevard, Sherman Oaks, Los Angeles",Los Angeles,91403,216,34.1511370000,-118.4521570000,0,0
Eat Drink Americano,Bar Food,3.4,Average,15,$,40,3,"East 3rd Street, Wholesale District","East 3rd Street, Wholesale District, Los Angeles",Los Angeles,90013,216,34.0462972000,-118.2340904000,0,0
Smoke Oil Salt,Spanish,3.4,Average,14,$,40,3,"Melrose Avenue, Melrose","Melrose Avenue, Melrose, Los Angeles",Los Angeles,90046,216,34.0833328000,-118.3483456000,0,0
Cuvée,"American, Breakfast",3.4,Average,18,$,25,2,Carthay,Carthay,Los Angeles,90048,216,34.0739537000,-118.3839579000,0,0
Bar Covell,,3.4,Average,16,$,0,1,"Hollywood Boulevard, East Hollywood","Hollywood Boulevard, East Hollywood, Los Angeles",Los Angeles,90027,216,34.0998789000,-118.2902026000,0,0
Froma on Melrose,,3.4,Average,16,$,25,2,Melrose,Melrose,Los Angeles,90046,216,34.0835258000,-118.3631450000,0,0
Ba Restaurant,"Breakfast, French",3.4,Average,8,$,25,2,"York Boulevard, Eagle Rock","York Boulevard, Eagle Rock, Los Angeles",Los Angeles,90042,216,34.1208310000,-118.2047179000,0,0
Matteo's,"Italian, Bar Food",3.4,Average,14,$,40,3,"Westwood Boulevard, Rancho Park","Westwood Boulevard, Rancho Park, Los Angeles",Los Angeles,90064,216,34.0418053000,-118.4302555000,0,0
Reds Wine & Tapas Restaurant,"American, Tapas",3.4,Average,9,$,25,2,"Ventura Boulevard, Encino","Ventura Boulevard, Encino, Los Angeles",Los Angeles,91436,216,34.1568980000,-118.4841962000,0,0
Guido's Los Angeles,"Italian, Seafood",3.3,Average,15,$,40,3,"Santa Monica Boulevard, West Los Angeles","Santa Monica Boulevard, West Los Angeles, Los Angeles",Los Angeles,90025,216,34.0407954000,-118.4618154000,0,0
Silverlake Wine,,3.3,Average,11,$,0,1,"Glendale Boulevard, Silverlake","Glendale Boulevard, Silverlake, Los Angeles",Los Angeles,90039,216,34.0999496000,-118.2594876000,0,0
Mignon,French,3.3,Average,11,$,10,1,"East 6th Street, Downtown","East 6th Street, Downtown, Los Angeles",Los Angeles,90014,216,34.0446248000,-118.2493266000,0,0
