name,cuisines,aggregate_rating,rating_text,votes,currency,average_cost_for_two,price_range,locality,locality_verbose,city,zipcode,country_id,latitude,longitude,has_online_delivery,has_table_booking
Black Star Pastry,"Bakery, Desserts, Coffee and Tea",4.5,Excellent,258,$,30,2,"The Galeries, CBD","The Galeries, CBD, Sydney",Sydney,2000,14,-33.8721478910,151.2079486996,0,0
Campos Coffee,"Cafe Food, Coffee and Tea",4.5,Excellent,706,$,20,1,Newtown,"Newtown, Sydney",Sydney,2042,14,-33.8932992012,151.1831664294,0,0
The Mews,"Cafe Food, Coffee and Tea",4.5,Excellent,78,$,45,2,"Myahgah Mews, Mosman","Myahgah Mews, Mosman, Sydney",Sydney,2088,14,-33.8249417953,151.2409489229,0,1
Devon,"Coffee and Tea, Cafe Food",4.4,Very Good,1429,$,60,3,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8860604548,151.2076989189,0,0
Three Williams,"Cafe Food, Coffee and Tea",4.4,Very Good,1260,$,55,2,Surry Hills,"Surry Hills, Sydney",Sydney,2016,14,-33.8919630476,151.2074615434,0,0
Mad Spuds Cafe,"Irish, Healthy Food, Salad, Cafe Food, Coffee and Tea",4.4,Very Good,840,$,65,3,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8880730266,151.2134770677,0,0
Cuckoo Callay,"Coffee and Tea, Cafe Food",4.4,Very Good,612,$,50,2,Newtown,"Newtown, Sydney",Sydney,2042,14,-33.8983500122,151.1791394278,0,0
Pasticceria Papa,"Coffee and Tea, Italian, Cafe Food",4.4,Very Good,471,$,20,1,Haberfield,"Haberfield, Sydney",Sydney,2045,14,-33.8805772014,151.1390843242,0,0
The Wedge Espresso,"Coffee and Tea, Cafe Food",4.4,Very Good,427,$,40,2,Glebe,"Glebe, Sydney",Sydney,2037,14,-33.8829901547,151.1914628372,0,0
Flour and Stone,"Bakery, Coffee and Tea, Desserts, Cafe Food",4.4,Very Good,233,$,35,2,Woolloomooloo,"Woolloomooloo, Sydney",Sydney,2011,14,-33.8736037755,151.2154384330,0,0
The Q on Harris,"Cafe Food, Coffee and Tea",4.4,Very Good,130,$,35,2,Ultimo,"Ultimo, Sydney",Sydney,2007,14,-33.8796447350,151.1993720010,0,0
Blackwood Pantry,"Coffee and Tea, Cafe Food",4.4,Very Good,100,$,60,3,Cronulla,"Cronulla, Sydney",Sydney,,14,-34.0537741615,151.1528393626,0,0
Single O,"Cafe Food, Coffee and Tea",4.3,Very Good,494,$,60,3,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8813278991,151.2097726017,0,0
Le Monde,Modern Australian,4.3,Very Good,564,$,40,2,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8845649811,151.2112458050,0,0
West Juliett,"Healthy Food, Burger, Juices, Beverages, Bakery, Coffee and Tea, Cafe Food",4.3,Very Good,384,$,50,2,Marrickville,"Marrickville, Sydney",Sydney,2204,14,-33.9045812248,151.1719903350,0,0
Element 6,"Cafe Food, Coffee and Tea",4.3,Very Good,363,$,30,2,West Ryde,"West Ryde, Sydney",Sydney,2114,14,-33.8067037848,151.0912270099,0,0
XS Espresso,"Cafe Food, Coffee and Tea",4.3,Very Good,102,$,45,2,Parramatta,"Parramatta, Sydney",Sydney,2151,14,-33.7923890441,150.9977714717,0,0
Wicks Park Cafe,"Cafe Food, Coffee and Tea",4.3,Very Good,317,$,45,2,Marrickville,"Marrickville, Sydney",Sydney,2204,14,-33.9094624685,151.1623078957,0,0
Chez Sun,"French, Cafe Food, Coffee and Tea",4.3,Very Good,119,$,45,2,Darlinghurst,"Darlinghurst, Sydney",Sydney,2010,14,-33.8800488978,151.2150206789,0,1
The Tea Cosy,"Desserts, Cafe Food, Coffee and Tea",4.3,Very Good,236,$,30,2,The Rocks,"The Rocks, Sydney",Sydney,2000,14,-33.8573387708,151.2087268755,0,0
Harry's Bondi,"Coffee and Tea, Cafe Food",4.3,Very Good,184,$,85,3,Bondi Beach,"Bondi Beach, Sydney",Sydney,2026,14,-33.8886254944,151.2782815844,0,1
Brasserie Bread,"Bakery, Cafe Food, Coffee and Tea",4.3,Very Good,225,$,40,2,Botany Bay,"Botany Bay, Sydney",Sydney,,14,-33.9593121036,151.2096391618,0,0
Bambini Trust Wine Room,"Italian, Cafe Food, Coffee and Tea",4.3,Very Good,271,$,120,4,CBD,"CBD, Sydney",Sydney,2000,14,-33.8724070570,151.2101699039,0,1
Bourke Street Bakery,"Cafe Food, Bakery, Desserts, Coffee and Tea",4.3,Very Good,256,$,30,2,Marrickville,"Marrickville, Sydney",Sydney,2204,14,-33.9080286217,151.1628875881,0,0
Vine And Grind,"Coffee and Tea, Cafe Food",4.3,Very Good,66,$,30,2,Liverpool,"Liverpool, Sydney",Sydney,2170,14,-33.9197340940,150.9243114665,0,0
Coffee Alchemy,Coffee and Tea,4.3,Very Good,205,$,30,2,Marrickville,"Marrickville, Sydney",Sydney,2204,14,-33.9036281504,151.1671261489,0,0
Bogota Coffee Mascot,"Cafe Food, Coffee and Tea",4.3,Very Good,65,$,40,2,Mascot,"Mascot, Sydney",Sydney,2020,14,-33.9306237196,151.1943006143,0,0
Flower Child,"Bakery, Cafe Food, Coffee and Tea",4.2,Very Good,360,$,50,2,"Westfield Chatswood, Chatswood","Westfield Chatswood, Chatswood, Sydney",Sydney,,14,-33.7965024194,151.1840512231,0,0
Auvers Cafe,"Cafe Food, Coffee and Tea",4.2,Very Good,166,$,60,3,Rhodes,"Rhodes, Sydney",Sydney,2138,14,-33.8283740449,151.0869711792,0,0
Brewtown Newtown,"Cafe Food, Coffee and Tea",4.2,Very Good,1106,$,40,2,Newtown,"Newtown, Sydney",Sydney,2042,14,-33.8940996031,151.1823154986,0,0
Cornersmith,"Coffee and Tea, Cafe Food",4.2,Very Good,516,$,55,2,Marrickville,"Marrickville, Sydney",Sydney,2204,14,-33.9125629788,151.1541248113,0,1
KIN by us.,"Salad, Asian, Australian, Healthy Food, Vegetarian, Modern Australian, Cafe Food, Coffee and Tea",4.2,Very Good,342,$,40,2,Macquarie Park,"Macquarie Park, Sydney",Sydney,2113,14,-33.7792758013,151.1158094555,0,1
Flour Drum Newtown,"Cafe Food, Coffee and Tea",4.2,Very Good,105,$,45,2,Newtown,"Newtown, Sydney",Sydney,2042,14,-33.9035805660,151.1796262488,0,0
The Fine Food Store,"Cafe Food, Coffee and Tea",4.2,Very Good,416,$,50,2,The Rocks,"The Rocks, Sydney",Sydney,2000,14,-33.8585554683,151.2086527795,0,0
The Copper Mill,"Sandwich, Cafe Food, Coffee and Tea",4.2,Very Good,286,$,30,2,Alexandria,"Alexandria, Sydney",Sydney,2043,14,-33.9063665759,151.1884523928,0,0
Bangbang Cafe,"Cafe Food, Coffee and Tea",4.2,Very Good,272,$,40,2,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8814314431,151.2123850733,0,0
Cavalier Specialty Coffee,"Cafe Food, Coffee and Tea",4.2,Very Good,155,$,40,2,St Leonards,"St Leonards, Sydney",Sydney,2065,14,-33.8243476929,151.1983145401,0,0
The Wooden Whisk,"Cafe Food, Coffee and Tea",4.2,Very Good,174,$,62,3,St Leonards,"St Leonards, Sydney",Sydney,,14,-33.8239402026,151.1987654865,0,0
Shenkin Espresso Bar,"Cafe Food, Coffee and Tea",4.2,Very Good,319,$,30,2,Newtown,"Newtown, Sydney",Sydney,2043,14,-33.8956973232,151.1812365800,0,0
Cafe Felix,"Coffee and Tea, Cafe Food",4.2,Very Good,287,$,50,2,Newtown,"Newtown, Sydney",Sydney,2042,14,-33.8930876890,151.1831422895,0,0
Le Trader,"French, Healthy Food, Cafe Food, Coffee and Tea",4.2,Very Good,132,$,100,4,Pyrmont,"Pyrmont, Sydney",Sydney,2009,14,-33.8706758357,151.1946496368,0,0
Cafe Kentaro,"Japanese, Fusion, Cafe Food, Coffee and Tea",4.2,Very Good,76,$,40,2,Surry Hills,"Surry Hills, Sydney",Sydney,,14,-33.8906853190,151.2147112191,0,0
Room 10,"Cafe Food, Coffee and Tea",4.2,Very Good,159,$,40,2,Potts Point,"Potts Point, Sydney",Sydney,2011,14,-33.8724911257,151.2243021280,0,0
John Montagu,"Sandwich, Cafe Food, Coffee and Tea",4.2,Very Good,135,$,40,2,Woolloomooloo,"Woolloomooloo, Sydney",Sydney,2011,14,-33.8726108260,151.2182721868,0,0
The Reformatory Caffeine Lab,"Cafe Food, Coffee and Tea",4.2,Very Good,91,$,25,1,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8840943176,151.2100555748,0,0
Welcome Dose,"Cafe Food, Coffee and Tea",4.2,Very Good,47,$,40,2,The Cannery Rosebery,"The Cannery Rosebery, Sydney",Sydney,2018,14,-33.9168625485,151.2028776482,0,0
Monty's Sandwich Shop,"Coffee and Tea, Sandwich, Cafe Food",4.2,Very Good,58,$,25,1,Bondi Junction,"Bondi Junction, Sydney",Sydney,2022,14,-33.8923755013,151.2477476522,0,0
Oh! Matcha,"Japanese, Cafe Food, Coffee and Tea",4.1,Very Good,737,$,25,1,"Regent Place Arcade, CBD","Regent Place Arcade, CBD, Sydney",Sydney,2000,14,-33.8748792547,151.2061221153,0,0
Cafe Oratnek,"Japanese, Asian, Cafe Food, Coffee and Tea",4.1,Very Good,281,$,35,2,Redfern,"Redfern, Sydney",Sydney,,14,-33.8901039197,151.2042046711,0,0
Celsius Coffee Co,"Cafe Food, Coffee and Tea",4.1,Very Good,295,$,50,2,Kirribilli,"Kirribilli, Sydney",Sydney,2061,14,-33.8495066663,151.2201882899,0,0
Bread & Circus,"Coffee and Tea, Cafe Food",4.1,Very Good,538,$,60,3,Alexandria,"Alexandria, Sydney",Sydney,,14,-33.9022022755,151.1953848973,0,0
Reuben Hills,"Cafe Food, Coffee and Tea",4.1,Very Good,1464,$,55,2,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8828782624,151.2110305578,0,0
Orto Trading Co.,"Modern Australian, Cafe Food, Coffee and Tea",4.1,Very Good,530,$,60,3,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8865578269,151.2105601654,0,1
Bowery Lane,Modern Australian,4.1,Very Good,529,$,80,3,"Wintergarden, CBD","Wintergarden, CBD, Sydney",Sydney,2000,14,-33.8649571832,151.2100837380,0,1
Wild Pear Cafe,"Cafe Food, Coffee and Tea",4.1,Very Good,304,$,50,2,Dural,"Dural, Sydney",Sydney,2158,14,-33.6775347110,151.0262947530,0,0
Four ate Five,"Cafe Food, Coffee and Tea",4.1,Very Good,550,$,55,2,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8881529050,151.2134502456,0,0
Clipper Café,"Cafe Food, Coffee and Tea",4.1,Very Good,512,$,45,2,Glebe,"Glebe, Sydney",Sydney,2037,14,-33.8840698241,151.1923151091,0,0
Joe Black,"Sandwich, Australian, Modern Australian, Coffee and Tea, Cafe Food",4.1,Very Good,266,$,30,2,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8779584757,151.2110486627,0,0
Workshop Espresso,"Coffee and Tea, Cafe Food",4.1,Very Good,352,$,25,1,CBD,"CBD, Sydney",Sydney,2000,14,-33.8726183421,151.2068996206,0,0
Indigo,"Modern Australian, Coffee and Tea, Cafe Food",4.1,Very Good,189,$,50,2,Double Bay,"Double Bay, Sydney",Sydney,2028,14,-33.8763977237,151.2440177053,0,0
The Weston Eatery,"Cafe Food, Coffee and Tea",4.1,Very Good,108,$,50,2,Canley Vale,"Canley Vale, Sydney",Sydney,2166,14,-33.8872850927,150.9431268275,0,0
Sub-Station Cafe,"Sandwich, Cafe Food, Coffee and Tea",4.1,Very Good,133,$,35,2,Alexandria,"Alexandria, Sydney",Sydney,,14,-33.9034378125,151.1956065148,0,0
A Brewer's Tale Café,"Coffee and Tea, Cafe Food",4.1,Very Good,91,$,45,2,Darlinghurst,"Darlinghurst, Sydney",Sydney,2010,14,-33.8789872704,151.2192032486,0,1
Gumption by Coffee Alchemy,Coffee and Tea,4.1,Very Good,190,$,20,1,"The Strand Arcade, CBD","The Strand Arcade, CBD, Sydney",Sydney,2000,14,-33.8695161010,151.2077361345,0,0
Bourke Street Bakery,"Cafe Food, Bakery, Desserts, Coffee and Tea",4.1,Very Good,225,$,30,2,Alexandria,"Alexandria, Sydney",Sydney,,14,-33.9210275237,151.1938322336,0,0
The Rusty Rabbit,"Healthy Food, Burger, Australian, Modern Australian, Coffee and Tea, Cafe Food",4.1,Very Good,77,$,45,2,Burwood,"Burwood, Sydney",Sydney,,14,-33.8783445535,151.1024071276,0,0
Roastville Coffee,"Cafe Food, Coffee and Tea",4.1,Very Good,82,$,45,2,Marrickville,"Marrickville, Sydney",Sydney,2204,14,-33.9078836497,151.1634169892,0,0
Tripod Cafe,"Coffee and Tea, Modern Australian, Cafe Food",4.1,Very Good,131,$,40,2,Redfern,"Redfern, Sydney",Sydney,2008,14,-33.8915706303,151.1958120391,0,0
Vargabar Espresso,"Cafe Food, Coffee and Tea",4.1,Very Good,210,$,60,3,Newtown,"Newtown, Sydney",Sydney,2042,14,-33.8968041045,151.1804278940,0,0
Fleetwood Macchiato,"Cafe Food, Coffee and Tea",4.1,Very Good,154,$,45,2,Erskineville,"Erskineville, Sydney",Sydney,2043,14,-33.8993142771,151.1828522757,0,0
Palomino Espresso,"Sandwich, Cafe Food, Coffee and Tea",4.1,Very Good,144,$,25,1,CBD,"CBD, Sydney",Sydney,2000,14,-33.8675253627,151.2059400603,0,0
Espresso on Sussex Lane,"Cafe Food, Coffee and Tea",4.1,Very Good,32,$,45,2,CBD,"CBD, Sydney",Sydney,2000,14,-33.8663589038,151.2039119750,0,1
Bertoni,"Italian, Coffee and Tea, Cafe Food",4.1,Very Good,96,$,90,3,Balmain,"Balmain, Sydney",Sydney,2041,14,-33.8574849425,151.1811131984,0,0
Bourke Street Bakery,"Cafe Food, Bakery, Desserts, Coffee and Tea",4.1,Very Good,41,$,30,2,Barangaroo,"Barangaroo, Sydney",Sydney,,14,-33.8647275049,151.2015647069,0,0
La Piadina,"Italian, Pizza, Cafe Food, Coffee and Tea",4.1,Very Good,100,$,35,2,Bondi Beach,"Bondi Beach, Sydney",Sydney,2026,14,-33.8862730978,151.2735209987,0,0
Swallow Coffee Traders,"Cafe Food, Coffee and Tea, Healthy Food, Juices, Sandwich, Tea, Vegan, Vegetarian",4.1,Very Good,68,$,30,2,Rockdale,"Rockdale, Sydney",Sydney,2216,14,-33.9527094448,151.1370927841,0,0
The Grounds of the City,"Cafe Food, Coffee and Tea",4.0,Very Good,249,$,70,3,CBD,"CBD, Sydney",Sydney,2000,14,-33.8721350858,151.2069649994,0,0
Haven Specialty Coffee,"Cafe Food, Coffee and Tea",4.0,Very Good,561,$,40,2,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8847792978,151.2071309611,0,1
Bills,"Cafe Food, Coffee and Tea",4.0,Very Good,887,$,110,4,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8842059299,151.2141932175,0,1
Concrete Jungle,"Cafe Food, Coffee and Tea",4.0,Very Good,157,$,55,2,Chippendale,"Chippendale, Sydney",Sydney,,14,-33.8852922639,151.2017843127,0,0
The Paramount Coffee Project,"Cafe Food, Coffee and Tea",4.0,Very Good,755,$,50,2,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8793427250,151.2110409513,0,0
Kusuka,"Fusion, Indonesian, Cafe Food, Coffee and Tea",4.0,Very Good,206,$,40,2,Chinatown,"Chinatown, Sydney",Sydney,2000,14,-33.8826464056,151.2034727633,0,0
Cooh,"Healthy Food, Salad, Cafe Food, Salad, Coffee and Tea",4.0,Very Good,181,$,55,2,Alexandria,"Alexandria, Sydney",Sydney,2015,14,-33.9107849920,151.1956806108,0,1
Cook & Archie's,"Modern Australian, Coffee and Tea, Cafe Food",4.0,Very Good,193,$,60,3,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8867000520,151.2076784670,0,1
The Baron,"Australian, Cafe Food, Coffee and Tea",4.0,Very Good,258,$,50,2,Castle Hill,"Castle Hill, Sydney",Sydney,2154,14,-33.7316261204,151.0066267848,0,0
Black Star Pastry,"Bakery, Desserts, Coffee and Tea",4.0,Very Good,254,$,30,2,The Cannery Rosebery,"The Cannery Rosebery, Sydney",Sydney,2018,14,-33.9175608986,151.2020270526,0,0
The Rabbit Hole Organic Tea Bar,"Cafe Food, Coffee and Tea",4.0,Very Good,132,$,50,2,Redfern,"Redfern, Sydney",Sydney,2016,14,-33.8892767617,151.1986823380,0,0
Earth to Table,"Healthy Food, Vegetarian, Vegan, Cafe Food, Coffee and Tea",4.0,Very Good,231,$,60,3,Bondi Junction,"Bondi Junction, Sydney",Sydney,2022,14,-33.8951351607,151.2503383309,0,0
The Usual Cafe,"Cafe Food, Coffee and Tea",4.0,Very Good,147,$,35,2,Cabramatta,"Cabramatta, Sydney",Sydney,2166,14,-33.8939790980,150.9343600273,0,0
Mentmore & Morley,"Cafe Food, Coffee and Tea",4.0,Very Good,122,$,45,2,Rosebery,"Rosebery, Sydney",Sydney,2018,14,-33.9161408213,151.2031009421,0,0
Restaurant Hubert,"French, European",4.9,Excellent,290,$,150,4,CBD,"CBD, Sydney",Sydney,2000,14,-33.8653714379,151.2100612745,0,0
Bare Grill,"Burger, Modern Australian, American",4.9,Excellent,168,$,50,2,Surry Hills,"Surry Hills, Sydney",Sydney,,14,-33.8827262891,151.2157921493,0,1
KOI Dessert Bar,"Desserts, Modern Australian",4.7,Excellent,684,$,150,4,"Kensington Street, Chippendale","Kensington Street, Chippendale, Sydney",Sydney,2008,14,-33.8854523042,151.2018107995,0,1
Chat Thai,"Thai, Salad",4.6,Excellent,1730,$,55,2,Chinatown,"Chinatown, Sydney",Sydney,2000,14,-33.8791322916,151.2063893303,0,1
Mappen Noodle Restaurant,"Japanese, Asian",4.6,Excellent,1121,$,25,1,"SkyView Shopping Plaza, CBD","SkyView Shopping Plaza, CBD, Sydney",Sydney,2000,14,-33.8761872830,151.2060503662,0,0
Chophouse,"Steak, Modern Australian",4.6,Excellent,676,$,130,4,CBD,"CBD, Sydney",Sydney,2000,14,-33.8655078520,151.2102721632,0,0
Bistro Papillon,French,4.6,Excellent,433,$,80,3,CBD,"CBD, Sydney",Sydney,2000,14,-33.8678477368,151.2053704262,0,1
Felix Bistro and Bar,French,4.6,Excellent,644,$,120,4,"Ivy, CBD","Ivy, CBD, Sydney",Sydney,2000,14,-33.8667208140,151.2078507990,0,0
Mamak,Malaysian,4.5,Excellent,2268,$,70,3,Chinatown,"Chinatown, Sydney",Sydney,2000,14,-33.8774827653,151.2042291462,0,0
Ms. G's,"Asian, Vietnamese, Salad",4.5,Excellent,1280,$,100,4,Potts Point,"Potts Point, Sydney",Sydney,2011,14,-33.8726626033,151.2225848436,0,0
Ryo's,"Japanese, Ramen",4.5,Excellent,697,$,50,2,Crows Nest,"Crows Nest, Sydney",Sydney,2065,14,-33.8286483661,151.2065951899,0,0
Kepos Street Kitchen,Middle Eastern,4.5,Excellent,681,$,55,2,Redfern,"Redfern, Sydney",Sydney,2016,14,-33.8971466834,151.2127589062,0,0
Five Points Burgers,"Burger, American",4.5,Excellent,309,$,40,2,North Sydney,"North Sydney, Sydney",Sydney,2060,14,-33.8372646586,151.2089501694,0,0
SaltVine,"Bar Food, Lebanese, Tapas",4.5,Excellent,70,$,80,3,Surry Hills,"Surry Hills, Sydney",Sydney,,14,-33.8900284961,151.2130995467,0,1
Contessa Balmain,Modern Australian,4.5,Excellent,161,$,60,3,Balmain,"Balmain, Sydney",Sydney,2041,14,-33.8563893450,151.1776119098,0,0
Cappello Pizzeria,"Italian, Pizza",4.5,Excellent,187,$,60,3,Balmain,"Balmain, Sydney",Sydney,2041,14,-33.8574601629,151.1925373972,0,1
Il Grappolo,"Italian, Pizza",4.5,Excellent,130,$,100,4,Rozelle,"Rozelle, Sydney",Sydney,2039,14,-33.8606407974,151.1674084514,0,1
Song Kitchen,"Mediterranean, Modern Australian",4.5,Excellent,34,$,50,2,Surry Hills,"Surry Hills, Sydney",Sydney,,14,-33.8773783814,151.2118667364,0,1
Mr. Wong,"Cantonese, Chinese, Yum Cha",4.4,Very Good,1383,$,120,4,"Establishment, CBD","Establishment, CBD, Sydney",Sydney,2000,14,-33.8641846264,151.2081629410,0,0
Ippudo,"Japanese, Ramen",4.4,Very Good,1626,$,70,3,"Westfield Pitt Street Mall, CBD","Westfield Pitt Street Mall, CBD, Sydney",Sydney,2000,14,-33.8697905860,151.2090554461,0,0
Home Thai,"Thai, Salad",4.4,Very Good,1180,$,60,3,CBD,"CBD, Sydney",Sydney,2000,14,-33.8746203746,151.2042267993,0,0
Toko,Japanese,4.4,Very Good,1232,$,100,4,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8868712227,151.2136661634,0,1
Nomad,Mediterranean,4.4,Very Good,552,$,105,4,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8798880123,151.2102503702,0,1
Manpuku,"Japanese, Ramen",4.4,Very Good,227,$,30,2,Chatswood,"Chatswood, Sydney",Sydney,2067,14,-33.7946465072,151.1896318942,0,0
Gojima,"Japanese, Burger",4.4,Very Good,214,$,55,2,"The Star, Pyrmont","The Star, Pyrmont, Sydney",Sydney,,14,-33.8692967351,151.1958334968,0,0
Thai Pothong,Thai,4.4,Very Good,860,$,100,4,Newtown,"Newtown, Sydney",Sydney,2042,14,-33.8970356446,151.1795726046,0,1
Hartsyard,American,4.4,Very Good,719,$,100,4,Enmore,"Enmore, Sydney",Sydney,2042,14,-33.8983244096,151.1768582091,0,0
Malay Chinese Takeaway,"Chinese, Malaysian",4.4,Very Good,336,$,35,2,CBD,"CBD, Sydney",Sydney,2000,14,-33.8659282286,151.2095818296,0,0
The Sultan's Table,"Turkish, Kebab",4.4,Very Good,565,$,50,2,Enmore,"Enmore, Sydney",Sydney,2042,14,-33.8988929517,151.1722310633,0,0
Hugos Manly,"Modern Australian, Tapas",4.4,Very Good,430,$,130,4,"Manly Wharf, Manly","Manly Wharf, Manly, Sydney",Sydney,,14,-33.7998310355,151.2838096172,0,1
Tan Viet Noodle House,"Asian, Vietnamese",4.4,Very Good,381,$,35,2,Cabramatta,"Cabramatta, Sydney",Sydney,2166,14,-33.8949517613,150.9341789782,0,0
Bar H Dining,Japanese,4.4,Very Good,370,$,100,4,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8800923201,151.2098943070,0,1
Bloodwood,Modern Australian,4.4,Very Good,574,$,100,4,Enmore,"Enmore, Sydney",Sydney,2042,14,-33.9000584093,151.1781275645,0,0
Buffalo Dining Club,Italian,4.4,Very Good,460,$,70,3,Darlinghurst,"Darlinghurst, Sydney",Sydney,02010,14,-33.8775595917,151.2219947577,0,0
Phamish,Vietnamese,4.4,Very Good,512,$,75,3,Darlinghurst,"Darlinghurst, Sydney",Sydney,2010,14,-33.8781836648,151.2167859078,0,0
Embers Mezze Bar,Lebanese,4.4,Very Good,238,$,100,4,Darlinghurst,"Darlinghurst, Sydney",Sydney,2010,14,-33.8786039790,151.2144621089,0,0
Nourishing Quarter,"Vietnamese, Pho, Vegetarian, Vegan",4.4,Very Good,253,$,40,2,Surry Hills,"Surry Hills, Sydney",Sydney,2016,14,-33.8905556247,151.2094973400,0,1
Inferno Grill & Cafe,"Burger, Sandwich",4.4,Very Good,111,$,65,3,Maroubra,"Maroubra, Sydney",Sydney,2035,14,-33.9435009643,151.2400567532,0,0
Vina Vegan Restaurant,"Vietnamese, Vegetarian, Vegan",4.4,Very Good,141,$,45,2,Newtown,"Newtown, Sydney",Sydney,2042,14,-33.8999818815,151.1778429151,0,1
Moim Japanese Kitchen,Japanese,4.4,Very Good,159,$,60,3,Kirrawee,"Kirrawee, Sydney",Sydney,2232,14,-34.0340611270,151.0712301359,0,0
Masuya Japanese Seafood Restaurant,"Japanese, Hot Pot, Sushi",4.3,Very Good,608,$,80,3,CBD,"CBD, Sydney",Sydney,2000,14,-33.8650585199,151.2098124996,0,0
Chefs Gallery,Chinese,4.3,Very Good,1519,$,70,3,"Regent Place Arcade, CBD","Regent Place Arcade, CBD, Sydney",Sydney,2000,14,-33.8745393700,151.2063722313,0,1
Suminoya Japanese,Japanese BBQ,4.3,Very Good,389,$,80,3,CBD,"CBD, Sydney",Sydney,2000,14,-33.8671264300,151.2092029676,0,0
Bar Luca,"Burger, Modern Australian",4.3,Very Good,453,$,60,3,CBD,"CBD, Sydney",Sydney,2000,14,-33.8638967601,151.2115200609,0,0
Encasa,Spanish,4.3,Very Good,617,$,80,3,Chinatown,"Chinatown, Sydney",Sydney,2000,14,-33.8785321639,151.2072459608,0,1
Miso Japanese Restaurant,Japanese,4.3,Very Good,458,$,60,3,"World Square, CBD","World Square, CBD, Sydney",Sydney,2000,14,-33.8775114360,151.2071618065,0,0
Yulli's,"Australian, Asian, Vegan",4.3,Very Good,563,$,75,3,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8864456610,151.2137687579,0,0
Belly Bao,"Asian, Taiwanese",4.3,Very Good,295,$,40,2,Newtown,"Newtown, Sydney",Sydney,2000,14,-33.8947402532,151.1826269701,0,0
The Winery,Modern Australian,4.3,Very Good,1106,$,100,4,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8814180826,151.2143303454,0,1
Longrain Restaurant,"Thai, Fusion",4.3,Very Good,1042,$,100,4,Surry Hills,"Surry Hills, Sydney",Sydney,2010,14,-33.8793830858,151.2109168991,0,1
